UnixTimestamp,Hsig,Tz,Dirp,Tp,Tsea
1662972180,1.07,3.96,33.8,6.25,17
1662973980,1.08,3.96,33.8,5.88,17.05
1662975780,1.08,3.96,33.8,5.88,17.1
1662977580,1.05,4,32.3,5.88,17.2
1662979380,0.95,3.846,30.9,5.88,17.3
1662981180,0.92,3.846,26.7,5.88,17.3
1662982980,0.96,3.883,29.5,5.56,17.35
1662984780,0.92,3.774,35.2,5.88,17.4
1662986580,0.9,3.81,29.5,5.56,17.45
1662988380,0.87,3.81,36.6,5.56,17.5
1662990180,0.84,3.81,30.9,5.26,17.6
1662991980,0.84,3.81,30.9,5.26,17.65
1662993780,0.78,3.846,28.1,5.56,17.7
1662995580,0.77,3.704,29.5,5.26,17.65
1662997380,0.76,3.636,28.1,5.26,17.75
1662999180,0.78,3.704,11.3,4.76,17.7
1663000980,0.74,3.738,18.3,5.56,17.75
1663002780,0.71,3.636,22.5,5.56,17.7
1663004580,0.71,3.571,19.7,5.56,17.7
1663006380,0.76,3.604,22.5,5.56,17.75
1663008180,0.69,3.509,19.7,5.56,17.8
1663009980,0.67,3.571,22.5,5.56,17.85
1663011780,0.61,3.448,22.5,5.56,17.85
1663013580,0.62,3.571,22.5,5.56,17.85
1663015380,0.59,3.478,23.9,5.26,17.9
1663017180,0.57,3.509,18.3,5.26,17.85
1663018980,0.53,3.478,29.5,5.26,17.9
1663020780,0.53,3.509,19.7,5.26,17.85
1663022580,0.5,3.448,22.5,5.26,17.85
1663024380,0.49,3.448,25.3,5,17.85
1663026180,0.49,3.571,25.3,5.26,17.85
1663027980,0.46,3.478,23.9,5,17.85
1663029780,0.43,3.54,25.3,5,17.8
1663031580,0.42,3.54,22.5,5.26,17.8
1663033380,0.42,3.54,26.7,5.26,17.85
1663035180,0.41,3.704,29.5,5,17.8
1663036980,0.38,3.636,29.5,5,17.8
1663038780,0.38,3.774,25.3,5,17.8
1663040580,0.38,3.846,32.3,4.76,17.8
1663042380,0.35,3.883,28.1,4.76,17.75
1663044180,0.35,4.04,36.6,4.55,17.65
1663045980,0.34,4.167,36.6,4.76,17.6
1663047780,0.33,4.124,43.6,5,17.55
1663049580,0.31,4.082,39.4,4.76,17.5
1663051380,0.27,3.922,36.6,4.76,17.5
1663053180,0.27,3.883,36.6,4.55,17.45
1663054980,0.23,3.636,33.8,4.76,17.4
1663056780,0.24,3.478,36.6,4.76,17.4
1663058580,0.22,2.899,30.9,4.76,17.45
1663060380,0.24,2.395,35.2,4.55,17.45
1663062180,0.23,2.312,23.9,4.76,17.45
1663063980,0.25,2.139,25.3,4.76,17.45
1663065780,0.27,2.083,128,1.79,17.35
1663067580,0.27,2.105,129.4,1.72,17.35
1663069380,0.28,2.105,123.8,1.79,17.35
1663071180,0.28,2.151,129.4,1.72,17.4
1663072980,0.28,2.073,130.8,1.82,17.25
1663074780,0.23,2.222,122.3,1.89,17.2
1663076580,0.18,2.516,83,4,17.1
1663078380,0.18,2.597,84.4,4.35,17.2
1663080180,0.18,2.439,87.2,4.17,17.05
1663081980,0.18,2.5,97,3.85,17
1663083780,0.22,2.367,229.2,1.75,17
1663085580,0.19,2.581,102.7,3.7,16.95
1663087380,0.18,2.74,108.3,3.7,16.9
1663089180,0.18,2.797,322,6.67,16.85
1663090980,0.2,2.759,323.4,6.67,16.8
1663092780,0.22,3.252,323.4,6.67,16.75
1663094580,0.26,3.81,322,5.56,16.65
1663096380,0.32,4.124,313.6,5.88,16.6
1663098180,0.29,3.67,310.8,5.88,16.55
1663099980,0.31,3.81,313.6,5.88,16.6
1663101780,0.31,3.636,308,5.88,16.6
1663103580,0.32,3.704,317.8,6.25,16.55
1663105380,0.33,3.636,312.2,6.25,16.55
1663107180,0.36,3.67,313.6,6.25,16.55
1663108980,0.39,3.67,316.4,6.25,16.5
1663110780,0.4,3.361,313.6,6.25,16.45
1663112580,0.44,3.333,320.6,6.25,16.5
1663114380,0.48,3.478,312.2,5.88,16.45
1663116180,0.47,3.39,320.6,6.25,16.45
1663117980,0.5,3.54,317.8,6.25,16.5
1663119780,0.5,3.39,320.6,6.25,16.45
1663121580,0.52,3.604,320.6,6.25,16.45
1663123380,0.5,3.604,323.4,6.67,16.4
1663125180,0.54,3.883,326.3,6.67,16.4
1663126980,0.59,4.124,327.7,7.69,16.3
1663128780,0.55,3.883,329.1,7.69,16.35
1663130580,0.58,3.922,324.8,7.14,16.3
1663132380,0.51,3.81,330.5,7.69,16.25
1663134180,0.52,4.167,322,8.33,16.25
1663135980,0.6,4.348,323.4,7.69,16.2
1663137780,0.61,4,324.8,7.69,16.15
1663139580,0.57,4.255,326.3,7.14,16.1
1663141380,0.57,4.396,329.1,7.14,15.7
1663143180,0.6,4.124,327.7,7.69,13.6
1663144980,0.64,3.922,324.8,7.69,10.8
1663146780,0.61,3.883,320.6,7.69,10.35
1663148580,0.66,4.04,324.8,8.33,10.1
1663150380,0.66,4.082,319.2,7.69,10.45
1663152180,0.7,4,315,7.14,9.3
1663153980,0.64,3.67,315,7.14,9.75
1663155780,0.68,4,316.4,7.14,9.1
1663157580,0.65,4,313.6,7.14,9.1
1663159380,0.66,3.846,313.6,7.14,9.15
1663161180,0.65,3.883,316.4,7.14,9.15
1663162980,0.67,3.738,317.8,7.14,9.3
1663164780,0.68,3.846,315,6.67,10.1
1663166580,0.72,3.774,312.2,7.14,10
1663893780,0.38,3.053,25.3,3.85,14.7
1663895580,0.39,3.077,23.9,4.35,14.7
1663897380,0.39,3.101,22.5,4.17,14.65
1663899180,0.35,2.92,14.1,4,14.6
1663900980,0.35,2.899,28.1,4.17,14.65
1663902780,0.35,2.878,28.1,4.35,14.55
1663904580,0.33,2.92,26.7,4.35,14.55
1663906380,0.33,2.899,26.7,4.17,14.55
1663908180,0.32,2.857,21.1,4.17,14.5
1663909980,0.32,2.837,29.5,4.35,14.5
1663911780,0.31,2.837,29.5,4.17,14.45
1663913580,0.31,2.74,33.8,4,14.4
1663915380,0.33,2.778,29.5,4.17,14.4
1663917180,0.32,2.74,29.5,4,14.45
1663918980,0.32,2.649,14.1,3.7,14.45
1663920780,0.32,2.878,317.8,5.88,14.35
1663922580,0.32,2.857,317.8,5.88,14.4
1663924380,0.34,2.667,32.3,4,14.4
1663926180,0.33,2.614,309.4,2.7,14.35
1663927980,0.36,2.649,26.7,3.85,14.4
1663929780,0.34,2.667,320.6,2.5,14.4
1663931580,0.32,2.532,9.8,3.85,14.4
1663933380,0.3,2.532,7,3.85,14.4
1663935180,0.31,2.614,344.5,3.57,14.4
1663936980,0.41,2.685,333.3,3.57,14.4
1663938780,0.49,2.797,333.3,3.85,14.4
1663940580,0.48,2.778,324.8,3.85,14.4
1663942380,0.49,2.857,319.2,4,14.4
1663944180,0.52,2.878,319.2,3.85,14.4
1663945980,0.48,2.857,312.2,3.85,14.4
1663947780,0.43,2.797,309.4,3.85,14.4
1663949580,0.39,2.703,316.4,3.7,14.4
1663951380,0.36,2.721,313.6,4,14.4
1663953180,0.34,2.837,310.8,4.17,14.4
1663954980,0.31,2.837,308,4,14.4
1663956780,0.31,2.941,315,4,14.4
1663958580,0.28,2.899,308,4,14.4
1663960380,0.31,3.053,312.2,3.85,14.4
1663962180,0.29,3.008,309.4,4,14.4
1663963980,0.25,3.008,310.8,3.85,14.45
1663965780,0.25,3.053,310.8,3.85,14.4
1663967580,0.28,3.15,312.2,4,14.5
1663969380,0.24,3.101,310.8,4,14.45
1663971180,0.23,3.077,317.8,3.85,14.45
1663972980,0.23,3.125,309.4,4,14.45
1663974780,0.22,3.053,309.4,4,14.45
1663976580,0.21,3.03,320.6,3.7,14.45
1663978380,0.21,3.101,313.6,4.17,14.45
1663980180,0.19,3.125,312.2,4,14.5
1663981980,0.17,3.175,308,4,14.55
1663983780,0.17,3.15,312.2,4,14.55
1663985580,0.16,3.125,319.2,4,14.5
1663987380,0.15,3.125,319.2,3.85,14.5
1663989180,0.15,3.2,320.6,3.57,14.45
1663990980,0.14,3.125,317.8,3.85,14.4
1663992780,0.16,3.226,337.5,3.7,14.45
1663994580,0.14,3.101,323.4,4,14.45
1663996380,0.13,3.2,315,3.7,14.45
1663998180,0.12,3.2,312.2,3.85,14.45
1663999980,0.11,3.125,347.3,3.23,14.45
1664001780,0.11,3.252,347.3,3.33,14.4
1664003580,0.13,3.226,56.3,3.57,14.45
1664005380,0.11,3.053,336.1,3.13,14.5
1664007180,0.1,3.125,52,3.7,14.5
1664008980,0.09,3.008,357.2,3.45,14.55
1664010780,0.1,3.175,1.4,10,14.55
1664012580,0.11,2.985,9.8,10,14.7
1664014380,0.09,3.15,16.9,4,14.65
1664016180,0.11,2.759,60.5,3.03,14.7
1664017980,0.12,2.41,305.2,4.35,14.7
1664019780,0.14,2.105,119.5,1.79,14.7
1664021580,0.16,2.02,116.7,1.72,14.7
1664023380,0.18,2.02,113.9,1.79,14.7
1664025180,0.22,2.128,105.5,2.13,14.7
1664026980,0.22,2.162,109.7,2.22,14.65
1664028780,0.26,2.094,113.9,2.22,14.65
1664030580,0.26,2.116,109.7,2.13,14.55
1664032380,0.27,2.094,109.7,2.27,14.4
1664034180,0.26,2.041,118.1,2.13,14.4
1664035980,0.29,2.051,111.1,2.08,14.35
1664037780,0.29,2.105,113.9,2.27,14.4
1664039580,0.3,2.128,105.5,2.44,14.45
1664041380,0.29,2.151,102.7,2.38,14.5
1664043180,0.29,2.151,105.5,2.27,14.55
1664044980,0.3,2.198,98.4,2.44,14.55
1664046780,0.3,2.235,95.6,2.44,14.55
1664048580,0.29,2.222,101.3,2.56,14.6
1664050380,0.29,2.26,94.2,2.63,14.55
1664052180,0.26,2.26,98.4,2.7,14.5
1664053980,0.28,2.326,104.1,2.78,14.55
1664055780,0.23,2.286,99.8,2.7,14.55
1664057580,0.23,2.353,102.7,2.78,14.55
1664059380,0.23,2.381,102.7,2.94,14.5
1664061180,0.22,2.439,105.5,3.13,14.5
1664062980,0.21,2.395,105.5,3.03,14.45
1664064780,0.18,2.381,104.1,2.94,14.45
1664066580,0.17,2.353,106.9,2.94,14.35
1664068380,0.14,2.339,102.7,2.78,14.25
1664070180,0.13,2.339,102.7,2.7,14.3
1664071980,0.13,2.339,95.6,2.78,14.25
1664073780,0.12,2.339,95.6,2.78,14.2
1664075580,0.12,2.469,90,3.45,14.15
1664077380,0.11,2.469,101.3,2.56,14.15
1664079180,0.14,2.878,344.5,4.76,14.25
1664080980,0.14,2.963,312.2,5.56,14.4
1664082780,0.12,2.632,320.6,5.88,14.4
1664084580,0.11,2.759,313.6,5.88,14.5
1664086380,0.11,2.92,345.9,5.88,14.5
1664088180,0.11,2.685,322,5.88,14.55
1664089980,0.11,2.632,32.3,6.25,14.6
1664091780,0.1,2.367,52,6.25,14.5
1664093580,0.1,2.247,348.8,5.88,14.55
1664095380,0.1,2.395,28.1,6.25,14.55
1664097180,0.1,2.174,32.3,6.25,14.55
1664098980,0.1,2.128,81.6,1.79,14.55
1664100780,0.12,2.548,26.7,3.85,14.6
1664102580,0.09,2.516,1.4,5.88,14.6
1664104380,0.08,2.837,357.2,5.88,14.55
1664106180,0.06,2.632,350.2,5.88,14.65
1664107980,0.07,2.759,7,5.88,14.6
1664109780,0.07,2.941,354.4,5.88,14.6
1664111580,0.07,2.837,7,6.25,14.6
1664113380,0.1,2.614,91.4,3.33,14.6
1664115180,0.08,2.899,98.4,3.57,14.55
1664116980,0.15,2.74,343.1,3.85,14.55
1664118780,0.12,2.353,331.9,3.45,14.55
1664120580,0.11,2.439,309.4,7.14,14.4
1664122380,0.12,2.326,101.3,1.96,14.4
1664124180,0.11,2.312,303.8,7.14,14.3
1664125980,0.13,2.353,310.8,7.14,14.25
1664127780,0.11,2.222,108.3,1.85,14.2
1664129580,0.11,2.353,312.2,4.17,14.1
1664131380,0.11,2.326,105.5,1.72,14.1
1664133180,0.11,2.247,319.2,7.14,14.1
1664134980,0.1,2.198,108.3,1.75,14.1
1664136780,0.09,2.151,94.2,1.92,14
1664138580,0.09,2.128,98.4,1.92,14
1664140380,0.09,2.128,99.8,2.04,13.95
1664142180,0.1,2.139,95.6,2,14
1664143980,0.11,2.21,98.4,2,14.1
1664145780,0.12,2.162,99.8,2,14.1
1664147580,0.11,2.139,99.8,2.22,14.15
1664149380,0.12,2.222,104.1,2.13,14.1
1664151180,0.13,2.26,108.3,2.27,14
1664152980,0.16,2.581,74.5,3.85,14.1
1664154780,0.13,2.247,97,2.44,14.1
1664156580,0.14,2.454,83,3.85,14.1
1664158380,0.14,2.424,116.7,2.7,14
1664160180,0.13,2.26,81.6,2.44,14.1
1664161980,0.12,2.26,106.9,2.7,14.1
1664163780,0.13,2.198,101.3,2.22,14.1
1664165580,0.17,2.469,337.5,4.76,14.1
1664167380,0.16,2.424,320.6,5.88,14.15
1664169180,0.16,2.174,109.7,2.04,14.2
1664170980,0.18,2.21,99.8,2.17,14.15
1664172780,0.2,2.26,104.1,2.5,14.25
1664174580,0.22,2.339,106.9,3.23,14.2
1664176380,0.23,2.454,105.5,2.94,14.25
1664178180,0.22,2.548,108.3,2.86,14.25
1664179980,0.21,2.614,109.7,2.94,14.3
1664181780,0.22,2.721,108.3,3.33,14.3
1664183580,0.25,2.92,111.1,3.45,14.35
1664185380,0.26,2.963,108.3,3.45,14.4
1664187180,0.3,3.101,109.7,3.57,14.35
1664188980,0.23,2.963,104.1,3.45,14.45
1664190780,0.23,2.817,108.3,3.33,14.4
1664192580,0.29,2.92,106.9,3.33,14.4
1664194380,0.27,2.899,106.9,3.23,14.4
1664196180,0.26,3.03,109.7,3.23,14.3
1664197980,0.29,3.175,305.2,5.56,14.3
1664199780,0.31,3.306,303.8,5.56,14.4
1664201580,0.31,3.448,302.3,5.56,14.45
1664203380,0.34,3.448,302.3,5.26,14.45
1664205180,0.32,3.448,303.8,5.56,14.55
1664206980,0.3,3.361,306.6,5.56,14.5
1664208780,0.29,3.333,303.8,5.56,14.55
1664210580,0.27,3.279,310.8,5.56,14.5
1664212380,0.29,3.419,306.6,3.85,14.5
1664214180,0.26,3.306,305.2,5,14.5
1664215980,0.24,3.419,306.6,4.55,14.5
1664217780,0.23,3.509,322,4.55,14.45
1664219580,0.21,3.509,319.2,5.88,14.45
1664221380,0.23,3.738,310.8,5.88,14.5
1664223180,0.24,3.67,322,6.25,14.45
1664224980,0.26,2.581,310.8,5.56,14.45
1664226780,0.29,2.532,125.2,2.22,14.4
1664228580,0.24,2.759,312.2,5.56,14.35
1664230380,0.24,2.92,2.8,6.67,14.3
1664232180,0.22,2.941,322,5.88,14.3
1664233980,0.22,2.963,312.2,5.56,14.25
1664235780,0.21,2.92,308,5.56,14.35
1664237580,0.23,2.797,312.2,5.56,14.3
1664239380,0.25,3.053,35.2,5.26,14.25
1664241180,0.24,2.778,77.3,4,14.3
1664242980,0.22,2.667,316.4,5.56,14.25
1664244780,0.21,2.632,312.2,5,14.25
1664246580,0.21,2.548,312.2,5.56,14.3
1664248380,0.21,2.564,99.8,2.38,14.25
1664250180,0.27,2.649,315,5.56,14.25
1664251980,0.3,2.721,326.3,5.56,14.25
1664253780,0.28,2.548,95.6,2.7,14.25
1664255580,0.27,2.424,95.6,2.5,14.25
1664257380,0.29,2.454,102.7,2.7,14.25
1664259180,0.29,2.484,104.1,2.86,14.2
1664260980,0.29,2.454,319.2,5.88,14.25
1664262780,0.31,2.395,105.5,2.63,14.2
1664264580,0.31,2.26,108.3,2.56,14.25
1664266380,0.32,2.339,112.5,2.44,14.2
1664268180,0.32,2.326,106.9,3.03,14.2
1664269980,0.33,2.326,108.3,2.38,14.2
1664271780,0.33,2.326,116.7,2.17,14.25
1664273580,0.33,2.367,112.5,2.33,14.15
1664275380,0.28,2.286,118.1,2.08,14.2
1664277180,0.29,2.222,116.7,2.04,14.15
1664278980,0.34,2.26,122.3,1.96,14.15
1664280780,0.34,2.26,98.4,2.7,14.1
1664282580,0.35,2.235,109.7,2.38,14.15
1664284380,0.32,2.235,116.7,2.17,14.1
1664286180,0.3,2.247,112.5,2.17,14.05
1664287980,0.28,2.222,109.7,2.22,14
1664289780,0.24,2.312,108.3,2.17,14
1664291580,0.24,2.312,78.8,3.33,14
1664293380,0.24,2.5,63.3,3.7,13.95
1664295180,0.26,2.439,91.4,3.45,13.75
1664296980,0.42,2.286,94.2,2.17,13.7
1664298780,0.55,2.5,99.8,2.78,13.5
1664300580,0.69,2.797,101.3,3.85,13.45
1664302380,0.66,2.878,101.3,4,13.2
1664304180,0.67,2.985,94.2,3.85,12.8
1664305980,0.72,2.985,97,4.55,12.45
1664307780,0.77,3.03,99.8,4.35,12.25
1664309580,0.89,3.226,98.4,4.55,11.9
1664311380,0.92,3.306,94.2,4.76,11.65
1664313180,0.91,3.361,95.6,4.76,11.25
1664314980,0.96,3.419,95.6,4.76,10.8
1664316780,0.88,3.419,94.2,5,10.25
1664318580,0.93,3.67,83,5.26,9.75
1664320380,0.91,3.67,90,5,9.15
1664322180,0.92,3.81,81.6,5.26,8.7
1664323980,0.83,3.846,85.8,5.26,8.4
1664325780,0.85,4,85.8,5,8.15
1664327580,0.76,3.846,84.4,5,8.1
1664329380,0.81,4.04,75.9,4.76,7.9
1664331180,0.75,4.082,75.9,5,8.25
1664332980,0.71,4.04,73.1,5,8.2
1664334780,0.63,4.04,80.2,4.76,8.05
1664336580,0.71,4.348,70.3,4.76,8
1664338380,0.67,4.301,52,5.56,8.1
1664340180,0.71,4.444,61.9,5,8.1
1664341980,0.66,4.301,59.1,5.26,8.35
1664343780,0.62,4.167,57.7,5.26,8.4
1664345580,0.67,4.255,59.1,5,8.45
1664347380,0.68,4.301,59.1,5,8.45
1664349180,0.65,4.255,63.3,5,8.4
1664350980,0.66,4.301,57.7,5.26,8.25
1664352780,0.62,4.211,61.9,4.76,7.95
1664354580,0.64,4.255,52,5.26,7.95
1664356380,0.65,4.348,52,5.26,7.65
1664358180,0.71,4.444,50.6,5.26,7.65
1664359980,0.71,4.598,52,5.26,8.25
1664361780,0.66,4.598,56.3,5.26,9.2
1664363580,0.7,4.598,50.6,5.56,9.55
1664365380,0.79,4.819,50.6,5.56,7.55
1664367180,0.7,4.706,53.4,5.56,7.45
1664368980,0.66,4.706,47.8,5.56,7.65
1664370780,0.75,5.128,49.2,5.56,9.45
1664372580,0.71,5.063,49.2,5.56,10.95
1664374380,0.64,5.063,39.4,6.25,11.75
1664376180,0.63,5.063,43.6,6.25,12.65
1664377980,0.57,5.063,46.4,6.25,13.05
1664379780,0.6,5.063,42.2,5.88,13.35
1664381580,0.6,5.063,47.8,5.88,13.45
1664383380,0.61,5.128,47.8,5.88,13.5
1664388780,0.55,5,49.2,5.56,13.65
1664390580,0.5,4.878,54.8,5.56,13.7
1664392380,0.49,4.878,46.4,5.88,13.75
1664394180,0.48,4.819,52,5.56,13.5
1664395980,0.5,4.819,50.6,5.88,13.6
1664397780,0.47,4.706,42.2,5.26,13.7
1664399580,0.42,4.651,38,5.26,13.65
1664401380,0.42,4.706,47.8,5.26,13.7
1664403180,0.38,4.545,28.1,5,13.65
1664404980,0.4,4.651,35.2,5,13.65
1664406780,0.37,4.494,22.5,5,13.7
1664408580,0.39,4.494,30.9,5,13.7
1664410380,0.37,4.598,5.6,6.25,13.65
1664412180,0.38,4.651,18.3,5,13.6
1664413980,0.38,4.598,9.8,6.67,13.6
1664415780,0.37,4.819,12.7,6.25,13.7
1664417580,0.37,4.762,12.7,6.25,13.7
1664419380,0.4,4.167,8.4,6.25,13.6
1664421180,0.39,3.883,4.2,6.67,13.65
1664422980,0.39,3.922,4.2,6.67,13.6
1664424780,0.4,3.81,9.8,6.25,13.6
1664426580,0.4,3.738,4.2,7.14,13.6
1664428380,0.42,3.571,4.2,7.14,13.55
1664430180,0.41,3.419,2.8,7.14,13.55
1664431980,0.41,3.604,15.5,6.67,13.55
1664433780,0.42,3.448,11.3,6.67,13.5
1664435580,0.44,3.67,9.8,6.67,13.55
1664437380,0.47,3.738,7,7.14,13.55
1664439180,0.46,3.774,5.6,6.67,13.6
1664440980,0.46,3.922,11.3,6.67,13.65
1664442780,0.45,3.81,12.7,6.67,13.7
1664444580,0.45,3.846,8.4,7.14,13.7
1664446380,0.43,3.604,12.7,7.14,13.7
1664448180,0.46,3.67,19.7,6.25,13.75
1664449980,0.46,3.604,11.3,6.25,13.8
1664451780,0.49,3.604,14.1,6.67,13.85
1664453580,0.49,3.419,12.7,6.25,13.85
1664455380,0.51,3.306,12.7,6.25,13.75
1664457180,0.51,3.509,14.1,5.88,13.85
1664458980,0.5,3.571,12.7,6.25,13.8
1664460780,0.51,3.636,5.6,5.88,13.85
1664462580,0.52,3.54,9.8,6.67,13.85
1664464380,0.55,3.361,2.8,6.67,13.8
1664466180,0.56,3.478,5.6,7.14,13.85
1664467980,0.57,3.478,322,4.35,13.75
1664469780,0.58,3.67,7,7.14,13.85
1664471580,0.59,3.81,9.8,6.67,13.85
1664473380,0.62,3.883,8.4,6.67,13.8
1664475180,0.58,3.883,9.8,6.67,13.85
1664476980,0.6,4.04,8.4,6.67,13.8
1664478780,0.64,4.211,2.8,6.25,13.85
1664480580,0.65,4.301,5.6,6.25,13.9
1664482380,0.69,4.396,2.8,6.25,13.9
1664484180,0.65,4.211,11.3,6.67,13.9
1664485980,0.64,4,5.6,6.25,13.9
1664487780,0.58,3.774,11.3,6.25,13.95
1664489580,0.63,3.883,8.4,6.67,13.9
1664491380,0.62,3.922,5.6,5.88,13.95
1664493180,0.6,3.774,5.6,6.25,13.95
1664494980,0.57,3.636,8.4,5.88,13.9
1664496780,0.56,3.478,357.2,5.26,13.85
1664498580,0.6,3.67,8.4,5.88,13.9
1664500380,0.56,3.448,358.6,5,13.9
1664502180,0.55,3.571,355.8,5,13.9
1664503980,0.52,3.509,8.4,5.88,14
1664505780,0.48,3.39,7,5.88,14
1664507580,0.46,3.39,358.6,5,14.05
1664509380,0.48,3.361,7,5.56,14.1
1664511180,0.49,3.509,7,5.26,14.05
1664512980,0.47,3.509,11.3,5.56,14.1
1664514780,0.47,3.509,12.7,5.26,14
1664516580,0.43,3.478,16.9,5.26,14
1664518380,0.44,3.571,15.5,5.56,14
1664520180,0.41,3.478,4.2,5.26,14
1664521980,0.38,3.361,16.9,5.26,14.05
1664523780,0.39,3.509,7,5.26,14.05
1664525580,0.41,3.704,15.5,5.26,14.1
1664527380,0.4,3.571,14.1,5.26,14.1
1664529180,0.36,3.419,8.4,4.55,14.1
1664530980,0.37,3.604,8.4,4.55,14.1
1664532780,0.38,3.636,11.3,5,14.2
1664534580,0.37,3.636,9.8,5,14.3
1664536380,0.33,3.448,15.5,4.55,14.45
1664538180,0.32,3.448,5.6,4.55,14.15
1664539980,0.3,3.509,12.7,4.55,14.05
1664541780,0.31,3.478,4.2,5,14
1664543580,0.31,3.226,11.3,5,14
1664545380,0.3,2.963,5.6,4.76,13.9
1664547180,0.3,2.797,4.2,4.55,14
1664548980,0.32,2.778,0,4.17,13.9
1664550780,0.32,2.857,7,4.55,14.05
1664552580,0.31,2.899,2.8,4.17,13.95
1664554380,0.3,3.03,35.2,4,14.05
1664556180,0.27,3.125,353,4.55,14.05
1664557980,0.25,3.226,351.6,4.35,14
1664559780,0.24,3.333,350.2,4.35,13.9
1664561580,0.24,3.252,353,4.17,13.95
1664563380,0.21,3.226,1.4,5,14
1664565180,0.21,3.2,353,5.56,14.05
1664566980,0.2,3.2,355.8,4.76,14
1664568780,0.2,3.15,357.2,4,14.05
1664570580,0.22,3.226,353,5.56,14.1
1664572380,0.21,3.2,355.8,5.56,14.15
1664574180,0.2,3.008,358.6,4.35,14.15
1664575980,0.21,2.985,2.8,5.26,14.15
1664577780,0.21,2.92,358.6,5.26,14.1
1664579580,0.21,2.817,5.6,5.26,14.1
1664581380,0.21,2.759,106.9,3.13,14.15
1664583180,0.2,2.797,108.3,3.23,14.15
1664584980,0.21,2.817,358.6,5.26,14.1
1664586780,0.2,2.985,105.5,3.57,14.15
1664588580,0.2,2.985,104.1,3.57,14.15
1664590380,0.21,3.125,33.8,4,14.15
1664592180,0.21,3.101,87.2,3.23,14.15
1664593980,0.2,3.15,91.4,3.7,14.1
1664595780,0.19,3.15,108.3,3.57,14.05
1664597580,0.21,3.15,105.5,3.57,14.1
1664599380,0.19,2.985,112.5,3.57,14.1
1664601180,0.21,2.759,101.3,3.57,14.1
1664602980,0.22,2.759,109.7,3.57,14.1
1664604780,0.2,2.721,109.7,3.7,14.05
1664606580,0.21,2.703,2.8,4.17,14.05
1664608380,0.2,2.667,113.9,3.85,14.05
1664610180,0.23,2.597,108.3,3.57,14.05
1664611980,0.23,2.41,112.5,3.85,14.05
1664613780,0.26,2.339,116.7,3.7,14.05
1664615580,0.24,2.367,105.5,3.85,14.05
1664617380,0.25,2.26,118.1,1.82,14
1664619180,0.33,2.235,115.3,2.04,14
1664620980,0.37,2.21,111.1,2.38,14
1664622780,0.38,2.222,104.1,2.7,13.95
1664624580,0.39,2.26,106.9,2.56,14
1664626380,0.39,2.247,113.9,2.44,14
1664628180,0.38,2.222,112.5,2.63,13.95
1664629980,0.41,2.26,112.5,2.56,13.9
1664631780,0.41,2.26,113.9,2.5,13.85
1664633580,0.39,2.273,116.7,2.33,13.9
1664635380,0.39,2.286,111.1,2.13,13.95
1664637180,0.39,2.273,112.5,2.22,13.95
1664638980,0.41,2.353,108.3,2.38,13.95
1664640780,0.4,2.312,111.1,2.33,13.9
1664642580,0.37,2.299,108.3,2.38,13.95
1664644380,0.36,2.247,109.7,2.17,14
1664646180,0.36,2.186,115.3,2.22,14
1664647980,0.37,2.186,115.3,1.92,14
1664649780,0.38,2.198,119.5,2.08,14.05
1664651580,0.38,2.222,108.3,2.44,14
1664653380,0.34,2.454,112.5,4,14.05
1664655180,0.35,2.649,112.5,3.85,14
1664656980,0.31,2.797,108.3,4,14
1664658780,0.29,2.797,111.1,4.35,13.95
1664660580,0.27,2.759,106.9,4.17,13.9
1664662380,0.27,3.101,101.3,4.17,13.9
1664664180,0.26,3.175,102.7,4.17,13.85
1664665980,0.24,2.963,108.3,4.17,13.8
1664667780,0.24,2.985,102.7,4,13.75
1664669580,0.22,3.101,108.3,4,13.7
1664671380,0.22,3.2,106.9,3.85,13.7
1664673180,0.2,3.226,102.7,3.85,13.65
1664674980,0.2,3.15,92.8,3.57,13.6
1664676780,0.23,2.649,319.2,7.14,13.55
1664678580,0.24,2.759,315,6.25,13.45
1664680380,0.31,2.817,310.8,6.25,13.4
1664682180,0.4,3.279,322,7.14,13.4
1664683980,0.53,3.883,326.3,7.69,13.35
1664685780,0.59,3.81,317.8,7.14,13.2
1664687580,0.65,3.81,317.8,7.14,13.2
1664689380,0.67,3.774,306.6,5.88,13.1
1664691180,0.72,3.81,319.2,7.14,13.2
1664692980,0.71,3.67,316.4,6.67,12.95
1664694780,0.77,3.846,320.6,7.14,12.55
1664696580,0.98,4.348,316.4,7.69,12.6
1664698380,1.15,4.545,315,7.14,12.6
1664700180,1.24,4.545,319.2,7.69,12.75
1664701980,1.14,4.348,316.4,7.14,12.8
1664703780,1.21,4.598,326.3,7.69,13.3
1664705580,1.2,4.396,323.4,7.14,13.35
1664707380,1.23,4.301,319.2,7.69,13.45
1664709180,1.19,4.396,327.7,7.69,13.6
1664710980,1.18,4.211,324.8,7.14,13.6
1664712780,1.17,4.211,327.7,7.14,13.6
1664714580,1.12,4.255,324.8,7.14,13.7
1664716380,1.12,4.04,320.6,7.14,13.75
1664718180,1.12,4.167,322,7.14,13.75
1664719980,1.06,4.124,324.8,7.14,13.7
1664721780,1.01,4.04,323.4,7.14,13.7
1664723580,1.04,4,324.8,6.67,13.6
1664725380,1.03,4.082,326.3,7.14,13.55
1664727180,1.04,4.04,326.3,7.14,13.6
1664728980,1.01,4,326.3,6.67,13.7
