UnixTimestamp,Hsig,Tz,Dirp,Tp,Tsea
1662973560,1.09,4.348,28.1,6.25,8.65
1662975360,1.05,4.348,22.5,5.88,8.8
1662977160,0.97,4.167,26.7,5.56,9
1662978960,1.01,4.211,28.1,5.88,9.1
1662980760,0.92,4.082,30.9,5.88,9.25
1662982560,0.9,4.082,21.1,5.56,9.3
1662984360,0.86,4.082,26.7,5.88,9.5
1662986160,0.89,4.124,25.3,5.56,9.65
1662987960,0.85,4.082,26.7,5.56,9.75
1662989760,0.82,4.04,28.1,5.56,9.75
1662991560,0.78,3.96,23.9,5.56,9.8
1662993360,0.81,4.04,21.1,5.56,9.9
1662995160,0.76,3.922,26.7,4.76,9.95
1662996960,0.78,4,19.7,5.56,10
1662998760,0.77,4.04,15.5,5.56,10.1
1663000560,0.75,3.96,15.5,5.56,10.05
1663002360,0.75,4,19.7,5.26,10.05
1663004160,0.73,3.883,16.9,5.56,10.1
1663005960,0.71,3.922,15.5,5.26,10.15
1663007760,0.67,3.846,15.5,5.56,10.15
1663009560,0.66,3.846,15.5,5.56,10.2
1663011360,0.63,3.846,15.5,5.56,10.2
1663013160,0.64,3.883,14.1,5.56,10.2
1663014960,0.54,3.81,12.7,5.56,10.2
1663016760,0.52,3.774,16.9,5.26,10.2
1663018560,0.51,3.738,14.1,5.56,10.15
1663020360,0.51,3.846,14.1,5.26,10.15
1663022160,0.49,3.774,15.5,5.26,10.15
1663023960,0.45,3.738,11.3,5.56,10.2
1663025760,0.42,3.738,16.9,5,10.2
1663027560,0.44,3.81,15.5,5.26,10.2
1663029360,0.41,3.81,12.7,5.26,10.2
1663031160,0.4,3.846,15.5,5,10.2
1663032960,0.38,3.883,14.1,5,10.2
1663034760,0.36,3.774,14.1,5,10.25
1663036560,0.39,3.96,12.7,5,10.25
1663038360,0.33,3.81,11.3,4.76,10.25
1663040160,0.34,3.846,19.7,4.76,10.2
1663041960,0.35,3.922,21.1,4.76,10.15
1663043760,0.34,3.883,19.7,4.55,10.05
1663045560,0.34,3.883,21.1,4.76,10
1663047360,0.3,3.774,29.5,4.17,9.9
1663049160,0.29,3.96,28.1,4.76,9.7
1663050960,0.29,3.846,29.5,4.55,9.5
1663052760,0.27,3.846,39.4,4.55,9.4
1663054560,0.26,3.81,29.5,4.76,9.45
1663056360,0.24,3.704,23.9,4.76,9.45
1663058160,0.22,3.604,39.4,4.55,9.55
1663059960,0.23,3.448,45,4.35,9.55
1663061760,0.22,3.077,39.4,4.55,9.7
1663063560,0.21,2.759,43.6,4.17,9.75
1663065360,0.23,2.649,29.5,4.35,9.75
1663067160,0.25,2.564,32.3,4.35,9.75
1663068960,0.27,2.548,94.2,2.56,9.7
1663070760,0.31,2.632,92.8,2.63,9.75
1663072560,0.32,2.632,97,2.63,9.8
1663074360,0.31,2.614,101.3,2.44,9.85
1663076160,0.29,2.581,99.8,2.27,9.85
1663077960,0.27,2.614,94.2,2.27,9.9
1663079760,0.27,2.721,54.8,3.85,9.95
1663081560,0.28,2.74,291.1,4.17,9.95
1663083360,0.3,2.649,292.5,4.17,9.95
1663085160,0.33,2.797,299.5,4.55,9.95
1663086960,0.37,3.077,87.2,4.55,10
1663088760,0.41,3.252,279.8,5,10
1663090560,0.45,3.54,281.3,5.88,10.05
1663092360,0.49,3.738,284.1,5.88,10
1663094160,0.56,3.96,281.3,5.26,10
1663095960,0.6,4,295.3,6.25,9.95
1663097760,0.62,3.96,279.8,5.56,10
1663099560,0.66,4,278.4,5.26,10
1663101360,0.67,3.846,282.7,5.26,10
1663103160,0.68,3.922,284.1,5.56,10.05
1663104960,0.68,3.922,285.5,5.88,10.1
1663106760,0.67,3.883,281.3,5.26,10.15
1663108560,0.67,3.81,285.5,6.25,10.15
1663110360,0.73,3.846,279.8,6.25,10.15
1663112160,0.75,3.81,281.3,5,10.15
1663113960,0.73,3.883,285.5,6.25,10.2
1663115760,0.8,4,284.1,6.25,10.3
1663117560,0.77,3.846,281.3,5.26,10.3
1663119360,0.82,3.922,293.9,7.14,10.4
1663121160,0.89,4.04,285.5,5.56,10.35
1663122960,0.91,4.04,288.3,5.88,10.4
1663124760,0.96,4.255,286.9,6.25,10.45
1663126560,1.02,4.211,285.5,6.25,10.45
1663128360,1,4.211,284.1,7.14,10.45
1663130160,1,4.167,291.1,7.14,10.5
1663131960,1.01,4.396,291.1,6.67,10.65
1663133760,1.02,4.396,284.1,7.14,10.8
1663135560,1.05,4.494,291.1,6.25,10.95
1663137360,1.02,4.444,292.5,7.14,10.95
1663139160,0.98,4.396,292.5,6.67,10.95
1663140960,0.97,4.444,291.1,7.69,10.95
1663142760,0.95,4.348,295.3,7.69,10.9
1663144560,0.99,4.348,293.9,7.14,10.7
1663146360,1.09,4.167,295.3,7.69,10.65
1663148160,1.17,4.255,291.1,7.14,10.7
1663149960,1.17,4.211,292.5,7.69,10.75
1663151760,1.14,4.124,292.5,7.14,10.75
1663153560,1.03,3.846,292.5,7.14,10.7
1663155360,1.06,3.96,291.1,7.14,10.6
1663157160,0.98,3.81,293.9,7.69,10.5
1663158960,0.95,3.922,291.1,6.67,10.55
1663160760,0.99,3.883,293.9,6.67,10.7
1663162560,1.05,4,289.7,7.14,10.8
1663164360,1.03,3.922,292.5,6.67,10.8
1663166160,1.08,3.922,289.7,5.26,10.8
1663167960,1.03,3.81,292.5,6.25,10.8
1663893360,0.37,3.279,19.7,4.17,14.5
1663895160,0.35,3.15,14.1,4.55,14.45
1663896960,0.34,3.101,22.5,4.35,14.45
1663898760,0.33,3.053,23.9,4,14.45
1663900560,0.3,2.941,22.5,4,14.4
1663902360,0.3,3.03,25.3,4.17,14.4
1663904160,0.28,2.941,8.4,4.35,14.35
1663905960,0.27,2.878,19.7,4.17,14.35
1663907760,0.29,2.899,18.3,4.17,14.35
1663909560,0.29,2.759,26.7,4.17,14.3
1663911360,0.3,2.778,28.1,4.17,14.3
1663913160,0.32,2.797,347.3,4.55,14.3
1663914960,0.33,2.778,308,3.13,14.3
1663916760,0.35,2.759,291.1,3.13,14.3
1663918560,0.35,2.778,284.1,3.03,14.3
1663920360,0.41,2.667,281.3,3.13,14.3
1663922160,0.44,2.703,281.3,3.23,14.25
1663923960,0.4,2.667,291.1,3.57,14.25
1663925760,0.4,2.797,277,3.33,14.25
1663927560,0.38,2.74,272.8,3.03,14.25
1663929360,0.41,2.778,279.8,3.13,14.25
1663931160,0.55,2.837,279.8,3.45,14.25
1663932960,0.59,2.899,291.1,3.7,14.25
1663934760,0.58,2.878,293.9,3.7,14.25
1663936560,0.62,3.008,292.5,3.85,14.25
1663938360,0.59,3.008,298.1,3.7,14.25
1663940160,0.58,3.125,292.5,4,14.25
1663941960,0.55,3.008,292.5,4,14.25
1663943760,0.47,2.963,292.5,4,14.25
1663945560,0.48,3.03,292.5,4,14.25
1663947360,0.47,3.008,293.9,4.17,14.25
1663949160,0.44,3.03,286.9,3.85,14.25
1663950960,0.43,3.03,291.1,4,14.3
1663952760,0.39,3.077,285.5,4,14.3
1663954560,0.37,3.053,292.5,3.85,14.3
1663956360,0.35,3.125,296.7,4,14.35
1663958160,0.39,3.252,291.1,3.85,14.35
1663959960,0.38,3.306,286.9,4,14.35
1663961760,0.38,3.306,285.5,4,14.35
1663963560,0.37,3.361,279.8,4,14.35
1663965360,0.35,3.361,288.3,4,14.35
1663967160,0.31,3.279,284.1,4.35,14.35
1663968960,0.31,3.279,292.5,4,14.35
1663970760,0.32,3.361,288.3,4,14.4
1663972560,0.3,3.226,288.3,4.17,14.35
1663974360,0.26,3.175,284.1,4,14.35
1663976160,0.27,3.279,302.3,3.85,14.35
1663977960,0.27,3.333,292.5,3.85,14.35
1663979760,0.24,3.279,289.7,3.85,14.3
1663981560,0.23,3.226,286.9,3.85,14.3
1663983360,0.24,3.279,289.7,4,14.3
1663985160,0.22,3.226,286.9,4,14.25
1663986960,0.21,3.252,295.3,3.85,14.25
1663988760,0.21,3.306,286.9,4,14.25
1663990560,0.19,3.252,295.3,3.57,14.25
1663992360,0.18,3.306,285.5,3.85,14.25
1663994160,0.17,3.226,291.1,3.85,14.25
1663995960,0.16,3.333,291.1,3.85,14.25
1663997760,0.16,3.39,292.5,3.7,14.3
1663999560,0.14,3.361,305.2,3.7,14.3
1664001360,0.13,3.252,288.3,3.57,14.3
1664003160,0.13,3.15,291.1,3.7,14.3
1664004960,0.13,3.252,288.3,3.33,14.3
1664006760,0.11,3.15,295.3,3.45,14.25
1664008560,0.13,3.226,14.1,3.7,14.25
1664010360,0.11,3.333,289.7,4,14.3
1664012160,0.14,3.604,350.2,4.35,14.4
1664013960,0.11,3.333,330.5,3.45,14.4
1664015760,0.13,2.797,64.7,2.56,14.45
1664017560,0.16,2.339,113.9,1.75,14.4
1664019360,0.16,2.273,113.9,1.72,14.45
1664021160,0.12,2.454,122.3,1.72,14.4
1664022960,0.13,2.273,112.5,1.72,14.4
1664024760,0.2,2.094,106.9,2.04,14.35
1664026560,0.23,2.162,106.9,2.08,14.3
1664028360,0.24,2.186,102.7,2.33,14.25
1664030160,0.24,2.26,108.3,2.27,14.2
1664031960,0.23,2.222,98.4,2.38,14.2
1664033760,0.24,2.286,101.3,2.5,14.2
1664035560,0.27,2.247,98.4,2.5,14.2
1664037360,0.32,2.286,104.1,2.5,14.2
1664039160,0.33,2.339,106.9,2.56,14.2
1664040960,0.32,2.353,106.9,2.63,14.15
1664042760,0.3,2.439,106.9,2.63,14.15
1664044560,0.27,2.381,102.7,2.7,14.15
1664046360,0.28,2.367,106.9,2.63,14.15
1664048160,0.28,2.353,95.6,2.7,14.2
1664049960,0.29,2.381,98.4,2.78,14.15
1664051760,0.27,2.381,98.4,2.86,14.1
1664053560,0.27,2.424,98.4,2.78,14.15
1664055360,0.25,2.439,101.3,2.78,14.15
1664057160,0.25,2.439,99.8,2.78,14.2
1664058960,0.22,2.469,99.8,2.94,14.2
1664060760,0.21,2.454,99.8,2.63,14.15
1664062560,0.23,2.454,95.6,3.03,14.2
1664064360,0.21,2.439,104.1,2.86,14.2
1664066160,0.21,2.41,106.9,2.86,14.25
1664067960,0.21,2.424,102.7,3.03,14.25
1664069760,0.2,2.424,104.1,2.86,14.2
1664071560,0.21,2.395,104.1,2.94,14.25
1664073360,0.2,2.326,99.8,2.63,14.2
1664075160,0.17,2.286,90,2.27,14.2
1664076960,0.17,2.326,95.6,2.38,14.15
1664078760,0.18,2.667,313.6,5.56,14.15
1664080560,0.16,2.548,322,5.88,14.1
1664082360,0.15,2.516,85.8,2.94,14.05
1664084160,0.14,2.532,308,5.88,14.05
1664085960,0.14,2.484,302.3,5.88,14.05
1664087760,0.14,2.5,299.5,5.88,14.05
1664089560,0.15,2.581,293.9,5.88,14.05
1664091360,0.14,2.548,302.3,5.88,14.05
1664093160,0.14,2.367,83,2.7,14
1664094960,0.15,2.667,308,3.7,13.95
1664096760,0.13,2.469,309.4,5.56,14
1664098560,0.13,2.339,90,2.17,14
1664100360,0.13,2.312,85.8,2.08,14.05
1664102160,0.13,2.26,95.6,1.89,14.05
1664103960,0.13,2.367,101.3,1.89,14.1
1664105760,0.16,2.548,101.3,4.76,14.1
1664107560,0.11,2.299,102.7,1.79,14.15
1664109360,0.11,2.26,87.2,1.96,14.2
1664111160,0.15,2.837,288.3,5.26,14.2
1664112960,0.13,2.381,109.7,1.79,14.25
1664114760,0.12,2.41,105.5,1.79,14.3
1664116560,0.13,2.21,104.1,1.92,14.35
1664118360,0.14,2.339,108.3,1.96,14.35
1664120160,0.14,2.286,106.9,1.96,14.35
1664121960,0.13,2.367,310.8,7.14,14.3
1664123760,0.13,2.26,88.6,2.08,14.3
1664125560,0.15,2.312,106.9,2.04,14.3
1664127360,0.14,2.299,105.5,2.04,14.3
1664129160,0.13,2.299,111.1,2,14.3
1664130960,0.13,2.469,104.1,2.04,14.3
1664132760,0.14,2.532,94.2,2.17,14.3
1664134560,0.13,2.41,95.6,2.22,14.3
1664136360,0.12,2.286,104.1,2.08,14.3
1664138160,0.12,2.299,95.6,2.13,14.3
1664139960,0.11,2.326,102.7,2.04,14.3
1664141760,0.11,2.26,99.8,2,14.3
1664143560,0.1,2.235,104.1,1.96,14.3
1664145360,0.1,2.21,99.8,2,14.3
1664147160,0.13,2.41,94.2,2.22,14.3
1664148960,0.12,2.26,101.3,1.92,14.3
1664150760,0.11,2.26,104.1,2.13,14.3
1664152560,0.15,2.667,302.3,4,14.25
1664154360,0.13,2.286,101.3,2.22,14.3
1664156160,0.16,2.548,95.6,5,14.3
1664157960,0.13,2.26,95.6,2.22,14.3
1664159760,0.13,2.367,102.7,2.33,14.3
1664161560,0.15,2.439,47.8,2.63,14.3
1664163360,0.14,2.395,104.1,1.92,14.25
1664165160,0.16,2.685,327.7,5.56,14.25
1664166960,0.15,2.299,113.9,1.96,14.3
1664168760,0.16,2.186,106.9,1.89,14.3
1664170560,0.17,2.198,97,2.22,14.3
1664172360,0.16,2.174,98.4,2.13,14.25
1664174160,0.18,2.367,104.1,2.63,14.3
1664175960,0.19,2.353,104.1,2.7,14.3
1664177760,0.2,2.41,77.3,2.56,14.3
1664179560,0.2,2.532,112.5,2.56,14.3
1664181360,0.26,2.395,268.6,2.56,14.3
1664183160,0.3,2.395,272.8,2.63,14.35
1664184960,0.34,2.532,289.7,3.13,14.35
1664186760,0.37,2.685,279.8,3.23,14.35
1664188560,0.42,2.817,279.8,3.23,14.4
1664190360,0.47,3.03,282.7,4,14.4
1664192160,0.54,3.226,284.1,4.55,14.4
1664193960,0.57,3.448,282.7,4.17,14.4
1664195760,0.59,3.571,279.8,4.55,14.35
1664197560,0.7,3.81,272.8,5.26,14.35
1664199360,0.73,3.96,278.4,5.26,14.4
1664201160,0.67,3.922,281.3,5.26,14.4
1664202960,0.67,3.883,278.4,5.26,14.45
1664204760,0.68,3.922,282.7,5.56,14.45
1664206560,0.6,3.774,281.3,5.26,14.45
1664208360,0.56,3.81,281.3,5.56,14.5
1664210160,0.56,3.922,279.8,5.26,14.5
1664211960,0.52,3.922,282.7,5.56,14.5
1664213760,0.5,3.96,281.3,5.56,14.5
1664215560,0.46,4.04,284.1,5.26,14.5
1664217360,0.46,4.124,279.8,5.56,14.5
1664219160,0.42,4.082,281.3,5.26,14.5
1664220960,0.44,4.082,281.3,5.56,14.5
1664222760,0.42,4.082,284.1,5.56,14.45
1664224560,0.4,4.124,285.5,5.56,14.45
1664226360,0.37,4.167,284.1,5.56,14.45
1664228160,0.38,3.636,282.7,5.26,14.4
1664229960,0.39,3.419,281.3,5.26,14.35
1664231760,0.38,3.509,284.1,5.56,14.3
1664233560,0.38,3.478,281.3,5.26,14.25
1664235360,0.41,3.67,285.5,5.26,14.3
1664237160,0.41,3.636,282.7,5.26,14.3
1664238960,0.4,3.54,284.1,5.26,14.3
1664240760,0.41,3.478,282.7,5,14.3
1664242560,0.42,3.509,282.7,5.26,14.3
1664244360,0.4,3.509,279.8,5,14.35
1664246160,0.4,3.604,279.8,5.26,14.3
1664247960,0.39,3.509,277,5,14.25
1664249760,0.41,3.704,292.5,5.56,14.2
1664251560,0.38,3.39,281.3,5.26,14.05
1664253360,0.39,3.175,281.3,5.26,14
1664255160,0.39,3.008,285.5,5.56,14.05
1664256960,0.4,3.03,282.7,5.56,14.1
1664258760,0.38,2.963,281.3,5.56,14.05
1664260560,0.34,2.778,281.3,5.26,14.05
1664262360,0.36,2.74,279.8,5,14.1
1664264160,0.4,2.649,101.3,2.86,14.15
1664265960,0.43,2.597,104.1,2.63,14.15
1664267760,0.45,2.597,106.9,2.78,14.15
1664269560,0.47,2.564,99.8,3.13,14.1
1664271360,0.44,2.532,102.7,3.13,14.05
1664273160,0.46,2.564,105.5,2.78,14.05
1664274960,0.49,2.649,104.1,2.94,14.05
1664276760,0.47,2.597,102.7,3.03,14.05
1664278560,0.48,2.597,104.1,2.94,14.05
1664280360,0.46,2.581,102.7,3.33,14.1
1664282160,0.46,2.632,101.3,3.23,14.2
1664283960,0.47,2.581,99.8,3.03,14.25
1664285760,0.53,2.685,97,3.57,14.3
1664287560,0.51,2.632,97,3.45,14.25
1664289360,0.48,2.581,99.8,3.57,14.3
1664291160,0.43,2.667,97,3.57,14.2
1664292960,0.38,2.597,95.6,3.45,14
1664294760,0.37,2.632,95.6,3.45,14.2
1664296560,0.38,2.484,92.8,3.57,14.35
1664298360,0.51,2.516,91.4,2.56,14.45
1664300160,0.6,2.667,97,3.13,14.5
1664301960,0.71,2.899,88.6,3.45,14.6
1664303760,0.83,3.175,95.6,4.17,14.65
1664305560,0.86,3.306,97,4.35,14.65
1664307360,0.88,3.361,98.4,4.35,14.65
1664309160,0.81,3.252,95.6,3.7,14.65
1664310960,0.81,3.306,90,5.26,14.65
1664312760,0.92,3.571,88.6,5,14.6
1664314560,0.96,3.636,91.4,5,14.55
1664316360,0.96,3.604,78.8,5,14.55
1664318160,1.02,3.774,77.3,5.26,14.55
1664319960,0.99,3.774,73.1,5.26,14.55
1664321760,1.13,4.211,74.5,5.56,14.55
1664323560,1.17,4.348,73.1,5.56,14.55
1664325360,1.11,4.396,71.7,5.56,14.6
1664327160,1.12,4.348,70.3,5.56,14.55
1664328960,1.07,4.545,66.1,5.56,14.5
1664330760,0.99,4.494,61.9,5.88,14.55
1664332560,0.95,4.494,61.9,5.88,14.55
1664334360,0.87,4.396,73.1,5.26,14.5
1664336160,0.9,4.494,66.1,5.56,14.4
1664337960,0.82,4.494,63.3,5.56,14.25
1664339760,0.81,4.598,66.1,5.56,14.25
1664341560,0.85,4.651,63.3,5.56,13.95
1664343360,0.86,4.651,71.7,5.26,14.05
1664345160,0.78,4.494,75.9,5.26,14.1
1664346960,0.78,4.444,77.3,5,14.15
1664348760,0.83,4.598,77.3,5,14.05
1664350560,0.79,4.494,71.7,5.26,13.95
1664352360,0.8,4.494,80.2,5,14.05
1664354160,0.73,4.348,71.7,5,14.1
1664355960,0.75,4.396,75.9,5,14.1
1664357760,0.72,4.348,59.1,5.56,14.1
1664359560,0.79,4.396,56.3,5.56,14.15
1664361360,0.86,4.598,56.3,5.88,14.15
1664363160,0.85,4.651,56.3,5.88,14.15
1664364960,0.88,4.706,56.3,5.88,14.2
1664366760,0.77,4.545,52,6.25,14.2
1664368560,0.78,4.598,59.1,5.88,14.2
1664370360,0.8,4.762,56.3,5.88,14.15
1664372160,0.87,4.819,53.4,6.25,14.15
1664373960,0.79,4.651,53.4,6.25,14.2
1664375760,0.85,4.819,53.4,6.25,14.2
1664377560,0.78,4.762,49.2,6.25,14.25
1664379360,0.78,4.819,52,6.25,14.3
1664381160,0.81,4.819,54.8,6.25,14.3
1664382960,0.82,4.938,49.2,6.67,14.3
1664384760,0.79,4.938,49.2,6.67,14.3
1664386560,0.86,5.063,50.6,6.67,14.35
1664388360,0.79,4.938,52,6.67,14.35
1664391960,0.71,4.598,45,5.88,14.35
1664393760,0.63,4.545,38,5.56,14.3
1664395560,0.6,4.651,45,6.25,14.3
1664397360,0.63,4.706,43.6,6.25,14.3
1664399160,0.56,4.494,15.5,5,14.25
1664400960,0.58,4.494,42.2,5.56,14.2
1664402760,0.52,4.598,42.2,5.88,14.25
1664404560,0.51,4.494,40.8,5.56,14.2
1664406360,0.53,4.598,340.3,4.76,14.2
1664408160,0.48,4.545,23.9,5,14.15
1664409960,0.5,4.494,26.7,5,14.15
1664411760,0.5,4.545,12.7,6.67,14.15
1664413560,0.49,4.706,11.3,6.67,14.15
1664415360,0.47,4.545,310.8,4.55,14.15
1664417160,0.52,4.651,11.3,6.67,14.15
1664418960,0.5,4.444,14.1,6.67,14.1
1664420760,0.51,4.444,12.7,6.67,14.1
1664422560,0.53,4.396,5.6,7.14,14.1
1664424360,0.52,4.255,15.5,6.67,14.1
1664426160,0.53,4.348,15.5,6.67,14.1
1664427960,0.55,4.396,11.3,6.67,14.05
1664429760,0.56,4.301,11.3,6.67,14.2
1664431560,0.53,4.124,12.7,6.67,14.25
1664433360,0.62,4.598,12.7,7.14,14.25
1664435160,0.57,4.396,14.1,7.14,14.25
1664436960,0.64,4.762,8.4,7.14,14.25
1664438760,0.64,4.545,12.7,7.14,14.3
1664440560,0.65,4.348,16.9,7.14,14.35
1664442360,0.64,3.96,15.5,7.14,14.35
1664444160,0.61,3.883,11.3,6.67,14.35
1664445960,0.72,4.04,18.3,6.25,14.4
1664447760,0.67,3.67,15.5,6.25,14.4
1664449560,0.68,3.571,16.9,6.25,14.35
1664451360,0.75,3.738,12.7,6.67,14.3
1664453160,0.7,3.478,14.1,6.67,14.25
1664454960,0.73,3.636,16.9,5.88,14.2
1664456760,0.78,3.636,7,6.67,14.2
1664458560,0.88,3.67,14.1,6.25,14.25
1664460360,0.89,3.704,7,7.14,14.25
1664462160,0.88,3.604,11.3,6.67,14.25
1664463960,0.94,3.571,9.8,6.67,14.3
1664465760,1.02,3.704,292.5,5,14.35
1664467560,0.92,3.67,292.5,5,14.4
1664469360,0.88,3.738,2.8,6.25,14.4
1664471160,0.9,3.922,312.2,5.26,14.45
1664472960,0.92,4.04,8.4,6.67,14.4
1664474760,0.85,4,7,7.14,14.4
1664476560,0.84,4.082,12.7,6.67,14.4
1664478360,0.79,4,9.8,6.67,14.4
1664480160,0.79,4.082,7,5.88,14.4
1664481960,0.78,4.082,12.7,6.25,14.4
1664483760,0.79,4.124,8.4,6.67,14.4
1664485560,0.72,4.082,11.3,5.88,14.4
1664487360,0.77,4.255,9.8,6.67,14.45
1664489160,0.73,4.167,11.3,6.67,14.45
1664490960,0.72,4.082,12.7,6.67,14.5
1664492760,0.77,4.082,11.3,5.88,14.5
1664494560,0.74,3.81,16.9,6.25,14.55
1664496360,0.71,3.774,357.2,5,14.55
1664498160,0.7,3.96,9.8,5.56,14.55
1664499960,0.68,4,9.8,5.56,14.55
1664501760,0.67,3.96,9.8,5.26,14.55
1664503560,0.64,3.846,15.5,5.26,14.55
1664505360,0.67,4,8.4,5.88,14.5
1664507160,0.58,3.846,8.4,5.56,14.4
1664508960,0.6,3.883,2.8,5.26,14.4
1664510760,0.6,3.922,11.3,5.56,14.35
1664512560,0.6,3.883,12.7,5.26,14.35
1664514360,0.61,4,12.7,5.26,14.3
1664516160,0.57,3.883,9.8,5.26,14.25
1664517960,0.55,3.846,9.8,5.56,14.2
1664519760,0.52,3.774,5.6,5.26,14.2
1664521560,0.48,3.636,7,5,14.2
1664523360,0.47,3.571,11.3,5,14.2
1664525160,0.48,3.54,8.4,5.26,14.2
1664526960,0.45,3.54,9.8,5,14.25
1664528760,0.45,3.509,12.7,4.76,14.3
1664530560,0.42,3.39,8.4,5.26,14.3
1664532360,0.42,3.419,19.7,5,14.35
1664534160,0.39,3.419,8.4,4.76,14.35
1664535960,0.4,3.39,2.8,4.35,14.3
1664537760,0.36,3.419,7,5,14.35
1664539560,0.38,3.448,8.4,5,14.35
1664541360,0.37,3.54,0,5,14.35
1664543160,0.39,3.571,1.4,4.76,14.35
1664544960,0.37,3.67,0,4.55,14.4
1664546760,0.34,3.604,351.6,4.35,14.35
1664548560,0.35,3.448,348.8,4.35,14.3
1664550360,0.34,3.175,341.7,4.35,14.3
1664552160,0.38,3.252,351.6,4.55,14.3
1664553960,0.36,3.306,344.5,4.35,14.3
1664555760,0.34,3.2,329.1,3.85,14.3
1664557560,0.35,3.252,336.1,4.35,14.25
1664559360,0.34,3.39,351.6,5,14.25
1664561160,0.32,3.361,336.1,4,14.25
1664562960,0.29,3.448,310.8,3.85,14.25
1664564760,0.28,3.54,350.2,4.35,14.25
1664566560,0.27,3.604,358.6,5.56,14.25
1664568360,0.26,3.54,350.2,5.56,14.2
1664570160,0.25,3.604,351.6,5.56,14.2
1664571960,0.24,3.67,331.9,4,14.2
1664573760,0.24,3.509,351.6,4.55,14.2
1664575560,0.24,3.306,326.3,3.85,14.2
1664577360,0.23,3.39,348.8,5.56,14.2
1664579160,0.22,3.279,296.7,3.85,14.15
1664580960,0.21,3.279,298.1,3.85,14.15
1664582760,0.21,3.15,353,5,14.15
1664584560,0.21,3.2,336.1,4.76,14.1
1664586360,0.21,3.226,334.7,5,14.05
1664588160,0.2,3.175,334.7,4.76,14.05
1664589960,0.2,3.125,320.6,4.55,14.05
1664591760,0.2,3.226,315,4.35,14.05
1664593560,0.21,3.2,317.8,4.55,14.15
1664595360,0.23,3.361,308,4.55,14.2
1664597160,0.25,3.448,299.5,4.17,14.2
1664598960,0.23,3.361,295.3,4.35,14.25
1664600760,0.24,3.306,292.5,4,14.3
1664602560,0.24,3.361,338.9,4.55,14.3
1664604360,0.25,3.226,282.7,3.7,14.35
1664606160,0.26,3.125,299.5,4.17,14.35
1664607960,0.25,3.053,289.7,4,14.4
1664609760,0.26,3.053,279.8,3.85,14.35
1664611560,0.24,2.941,274.2,3.7,14.45
1664613360,0.26,2.797,277,3.7,14.45
1664615160,0.27,2.685,274.2,3.57,14.5
1664616960,0.28,2.74,271.4,3.57,14.5
1664618760,0.29,2.614,267.2,3.7,14.5
1664620560,0.36,2.439,108.3,2.13,14.5
1664622360,0.44,2.5,106.9,2.63,14.5
1664624160,0.48,2.564,105.5,2.94,14.5
1664625960,0.54,2.632,101.3,3.23,14.55
1664627760,0.53,2.721,105.5,3.23,14.6
1664629560,0.54,2.721,108.3,3.23,14.5
1664631360,0.49,2.721,106.9,3.13,14.45
1664633160,0.47,2.778,104.1,3.33,14.4
1664634960,0.5,2.837,105.5,3.13,14.3
1664636760,0.45,2.759,105.5,2.86,14.2
1664638560,0.44,2.837,105.5,3.13,14.25
1664640360,0.41,2.759,109.7,3.03,14.2
1664642160,0.42,2.857,109.7,3.03,14.2
1664643960,0.42,2.857,101.3,3.23,14.25
1664645760,0.41,2.778,104.1,3.33,14.25
1664647560,0.4,2.797,99.8,3.13,14.25
1664649360,0.44,2.74,99.8,3.23,14.25
1664651160,0.42,2.74,104.1,3.13,14.2
1664652960,0.41,2.817,104.1,3.23,14.2
1664654760,0.39,2.878,104.1,3.13,14.15
1664656560,0.35,2.92,101.3,3.13,14.15
1664658360,0.31,2.985,102.7,2.86,14.15
1664660160,0.28,3.008,108.3,4.35,14.15
1664661960,0.28,3.077,104.1,4.35,14.15
1664663760,0.28,3.2,83,4.55,14.1
1664665560,0.3,3.226,94.2,4.17,14.1
1664667360,0.31,3.279,92.8,4,14.05
1664669160,0.33,3.333,212.3,4.35,14.05
1664670960,0.35,3.448,286.9,5.56,14.05
1664672760,0.39,3.478,279.8,5,14.05
1664674560,0.43,3.2,284.1,5.56,14.1
1664676360,0.53,3.226,275.6,4.76,14.15
1664678160,0.64,3.54,282.7,6.25,14.3
1664679960,0.82,3.96,284.1,5.88,14.3
1664681760,0.93,4,285.5,7.14,14.25
1664683560,1.03,4.124,291.1,7.14,14.3
1664685360,1.01,4.167,291.1,7.69,14.35
1664687160,0.93,4,292.5,6.67,14.35
1664688960,1.03,4.082,292.5,7.14,14.4
1664690760,1.06,4.211,291.1,6.67,14.35
1664692560,1.17,4.255,291.1,6.67,14.3
1664694360,1.54,4.762,295.3,7.69,14.3
1664696160,1.66,4.762,295.3,7.69,14.25
1664697960,1.63,4.762,291.1,7.14,14.2
1664699760,1.59,4.706,291.1,7.14,14.2
1664701560,1.6,4.651,291.1,7.14,14.15
1664703360,1.5,4.494,291.1,6.67,14.1
1664705160,1.48,4.348,291.1,7.69,14.1
1664706960,1.42,4.211,295.3,7.69,14.1
1664708760,1.46,4.301,295.3,7.69,14.1
1664710560,1.52,4.444,293.9,7.14,14.05
1664712360,1.37,4.255,292.5,7.14,14.05
1664714160,1.42,4.396,293.9,6.67,14.05
1664715960,1.34,4.255,296.7,7.14,14.05
1664717760,1.37,4.301,295.3,7.14,14.05
1664719560,1.29,4.396,296.7,7.14,14.05
1664721360,1.29,4.167,295.3,6.67,14.05
